COD_ERP_DEPARTAMENTO;NOME_DEPARTAMENTO;COD_ERP_SETOR;NOME_SETOR;COD_ERP_GRUPO;NOME_GRUPO;COD_ERP_SUBGRUPO;NOME_SUBGRUPO
B0115;CAMPING;B0115006;"CONJUNTO CHURRASCO";B0115006002;"IMPORTACAO PROPRIA";B0115006002001;"IMPORTACAO PROPRIA"
B0115;CAMPING;B0115007;"CAIXA TERMICA";B0115007001;"MERCADO INTERNO";B0115007001001;"MERCADO INTERNO"
B0115;CAMPING;B0115007;"CAIXA TERMICA";B0115007002;"IMPORTACAO PROPRIA";B0115007002001;"IMPORTACAO PROPRIA"
B0115;CAMPING;B0115008;"BOTIJAO TERMICO/CANTIL";B0115008001;"MERCADO INTERNO";B0115008001001;"MERCADO INTERNO"
B0115;CAMPING;B0115008;"BOTIJAO TERMICO/CANTIL";B0115008002;"IMPORTACAO PROPRIA";B0115008002001;"IMPORTACAO PROPRIA"
B0115;CAMPING;B0115009;ISOPOR;B0115009001;ISOPOR;B0115009001001;ISOPOR
B0115;CAMPING;B0115010;CADEIRA/BANCO;B0115010001;"MERCADO INTERNO";B0115010001001;"MERCADO INTERNO"
B0115;CAMPING;B0115010;CADEIRA/BANCO;B0115010002;"IMPORTACAO PROPRIA";B0115010002001;"IMPORTACAO PROPRIA"
B0115;CAMPING;B0115011;POLTRONA/BANQUETA;B0115011001;"MERCADO INTERNO";B0115011001001;"MERCADO INTERNO"
B0115;CAMPING;B0115011;POLTRONA/BANQUETA;B0115011002;"IMPORTACAO PROPRIA";B0115011002001;"IMPORTACAO PROPRIA"
B0115;CAMPING;B0115012;ESPREGUICADEIRA;B0115012001;"MERCADO INTERNO";B0115012001001;"MERCADO INTERNO"
B0115;CAMPING;B0115012;ESPREGUICADEIRA;B0115012002;"IMPORTACAO PROPRIA";B0115012002001;"IMPORTACAO PROPRIA"
B0115;CAMPING;B0115013;"BANQUETA PLASTICO";B0115013001;"MERCADO INTERNO";B0115013001001;"MERCADO INTERNO"
B0115;CAMPING;B0115013;"BANQUETA PLASTICO";B0115013002;"IMPORTACAO PROPRIA";B0115013002001;"IMPORTACAO PROPRIA"
B0115;CAMPING;B0115014;INFLAVEL;B0115014001;BOIA;B0115014001001;BOIA
B0115;CAMPING;B0115014;INFLAVEL;B0115014002;COLCHAO;B0115014002001;CASAL
B0115;CAMPING;B0115014;INFLAVEL;B0115014002;COLCHAO;B0115014002002;SOLTEIRO
B0115;CAMPING;B0115014;INFLAVEL;B0115014003;SOFA/BOTE;B0115014003001;SOFA/BOTE
B0115;CAMPING;B0115015;"CAPA PARA PISCINA";B0115015001;"MERCADO INTERNO";B0115015001001;"MERCADO INTERNO"
B0115;CAMPING;B0115015;"CAPA PARA PISCINA";B0115015002;"IMPORTACAO PROPRIA";B0115015002001;"IMPORTACAO PROPRIA"
B0115;CAMPING;B0115016;PISCINA;B0115016001;"MERCADO INTERNO";B0115016001001;"MERCADO INTERNO"
B0115;CAMPING;B0115016;PISCINA;B0115016002;"IMPORTACAO PROPRIA";B0115016002001;"IMPORTACAO PROPRIA"
B0115;CAMPING;B0115017;"BOLSA TERMICA";B0115017001;"MERCADO INTERNO";B0115017001001;"MERCADO INTERNO"
B0115;CAMPING;B0115017;"BOLSA TERMICA";B0115017002;"IMPORTACAO PROPRIA";B0115017002001;"IMPORTACAO PROPRIA"
B0115;CAMPING;B0115018;MALA;B0115018001;"MERCADO INTERNO";B0115018001001;"MERCADO INTERNO"
B0115;CAMPING;B0115018;MALA;B0115018002;"IMPORTACAO PROPRIA";B0115018002001;"IMPORTACAO PROPRIA"
B0115;CAMPING;B0115019;FRASQUEIRA;B0115019001;"MERCADO INTERNO";B0115019001001;"MERCADO INTERNO"
B0115;CAMPING;B0115019;FRASQUEIRA;B0115019002;"IMPORTACAO PROPRIA";B0115019002001;"IMPORTACAO PROPRIA"
B0115;CAMPING;B0115020;"MOCHILA/BOLSA VIAGEM";B0115020001;"MERCADO INTERNO";B0115020001001;"MERCADO INTERNO"
B0115;CAMPING;B0115020;"MOCHILA/BOLSA VIAGEM";B0115020002;"IMPORTACAO PROPRIA";B0115020002001;"IMPORTACAO PROPRIA"
B0115;CAMPING;B0115021;"SACOLA RETORNAVEL";B0115021001;"MERCADO INTERNO";B0115021001001;"MERCADO INTERNO"
B0115;CAMPING;B0115021;"SACOLA RETORNAVEL";B0115021002;"IMPORTACAO PROPRIA";B0115021002001;"IMPORTACAO PROPRIA"
B0115;CAMPING;B0115022;NECESSERIE;B0115022001;"MERCADO INTERNO";B0115022001001;"MERCADO INTERNO"
B0115;CAMPING;B0115022;NECESSERIE;B0115022002;"IMPORTACAO PROPRIA";B0115022002001;"IMPORTACAO PROPRIA"
B0115;CAMPING;B0115023;ADESIVO;B0115023001;ADESIVO;B0115023001001;ADESIVO
B0115;CAMPING;B0115024;BOMBA;B0115024001;"MERCADO INTERNO";B0115024001001;"MERCADO INTERNO"
B0115;CAMPING;B0115024;BOMBA;B0115024002;"IMPORTACAO PROPRIA";B0115024002001;"IMPORTACAO PROPRIA"
B0115;CAMPING;B0115025;"REFIL PARA BOMBA";B0115025001;"MERCADO INTERNO";B0115025001001;"MERCADO INTERNO"
B0115;CAMPING;B0115025;"REFIL PARA BOMBA";B0115025002;"IMPORTACAO PROPRIA";B0115025002001;"IMPORTACAO PROPRIA"
B0115;CAMPING;B0115026;"ESCADA PARA PISCINA";B0115026001;"MERCADO INTERNO";B0115026001001;"MERCADO INTERNO"
B0115;CAMPING;B0115026;"ESCADA PARA PISCINA";B0115026002;"IMPORTACAO PROPRIA";B0115026002001;"IMPORTACAO PROPRIA"
B0115;CAMPING;B0115027;OCULOS;B0115027001;"MERCADO INTERNO";B0115027001001;"MERCADO INTERNO"
B0115;CAMPING;B0115027;OCULOS;B0115027002;"IMPORTACAO PROPRIA";B0115027002001;"IMPORTACAO PROPRIA"
B0115;CAMPING;B0115028;"LONA PARA PISCINA";B0115028001;"MERCADO INTERNO";B0115028001001;"MERCADO INTERNO"
B0115;CAMPING;B0115028;"LONA PARA PISCINA";B0115028002;"IMPORTACAO PROPRIA";B0115028002001;"IMPORTACAO PROPRIA"
B0115;CAMPING;B0115029;"LIMPEZA PISCINA";B0115029001;"MERCADO INTERNO";B0115029001001;"MERCADO INTERNO"
B0115;CAMPING;B0115029;"LIMPEZA PISCINA";B0115029002;"IMPORTACAO PROPRIA";B0115029002001;"IMPORTACAO PROPRIA"
B0115;CAMPING;B0115030;CLORO;B0115030001;CLORO;B0115030001001;CLORO
B0115;CAMPING;B0115031;"COLCHONETE/SACO PARA DORMIR";B0115031001;"MERCADO INTERNO";B0115031001001;"MERCADO INTERNO"
B0115;CAMPING;B0115031;"COLCHONETE/SACO PARA DORMIR";B0115031002;"IMPORTACAO PROPRIA";B0115031002001;"IMPORTACAO PROPRIA"
B0115;CAMPING;B0115032;"GUARDA SOL";B0115032001;"MERCADO INTERNO";B0115032001001;"MERCADO INTERNO"
B0115;CAMPING;B0115032;"GUARDA SOL";B0115032002;"IMPORTACAO PROPRIA";B0115032002001;"IMPORTACAO PROPRIA"
B0115;CAMPING;B0115033;ESTEIRA;B0115033001;"MERCADO INTERNO";B0115033001001;"MERCADO INTERNO"
B0115;CAMPING;B0115033;ESTEIRA;B0115033002;"IMPORTACAO PROPRIA";B0115033002001;"IMPORTACAO PROPRIA"
B0115;CAMPING;B0115034;OMBRELONE;B0115034001;"MERCADO INTERNO";B0115034001001;"MERCADO INTERNO"
B0115;CAMPING;B0115034;OMBRELONE;B0115034002;"IMPORTACAO PROPRIA";B0115034002001;"IMPORTACAO PROPRIA"
B0115;CAMPING;B0115035;"JOGO DE MESA C/CADEIRA";B0115035001;"MERCADO INTERNO";B0115035001001;"MERCADO INTERNO"
B0115;CAMPING;B0115035;"JOGO DE MESA C/CADEIRA";B0115035002;"IMPORTACAO PROPRIA";B0115035002001;"IMPORTACAO PROPRIA"
B0115;CAMPING;B0115036;BARRACA/TENDA;B0115036001;"MERCADO INTERNO";B0115036001001;"MERCADO INTERNO"
B0115;CAMPING;B0115036;BARRACA/TENDA;B0115036002;"IMPORTACAO PROPRIA";B0115036002001;"IMPORTACAO PROPRIA"
B0115;CAMPING;B0115037;"CARRINHO PRAIA";B0115037001;"MERCADO INTERNO";B0115037001001;"MERCADO INTERNO"
B0115;CAMPING;B0115037;"CARRINHO PRAIA";B0115037002;"IMPORTACAO PROPRIA";B0115037002001;"IMPORTACAO PROPRIA"
B0115;CAMPING;B0115038;"PRODUTOS P/PESCA";B0115038001;"PRODUTOS P/PESCA";B0115038001001;"PRODUTOS P/PESCA"
B0115;CAMPING;B0115039;"CADEIRA P/ESCRITORIO";B0115039001;"MERCADO INTERNO";B0115039001001;"MERCADO INTERNO"
B0115;CAMPING;B0115039;"CADEIRA P/ESCRITORIO";B0115039002;"IMPORTACAO PROPRIA";B0115039002001;"IMPORTACAO PROPRIA"
B0115;CAMPING;B0115040;LAMPIAO;B0115040001;LAMPIAO;B0115040001001;LAMPIAO
B0115;CAMPING;B0115041;MOSQUITEIRO(TELA);B0115041001;MOSQUITEIRO(TELA);B0115041001001;MOSQUITEIRO(TELA)
B0115;CAMPING;B0115042;"CAPA DE CHUVA";B0115042001;"CAPA DE CHUVA";B0115042001001;"CAPA DE CHUVA"
B0115;CAMPING;B0115043;"PROTETOR P/MALA/SAPATO";B0115043001;"PROTETOR P/MALA/SAPATO";B0115043001001;"PROTETOR P/MALA/SAPATO"
B0115;CAMPING;B0115044;MESA;B0115044001;MESA;B0115044001001;MESA
B0115;CAMPING;B0115045;FOGAREIRO;B0115045001;FOGAREIRO;B0115045001001;FOGAREIRO
B0115;CAMPING;B0115046;"CORDA BOBINA";B0115046001;"CORDA BOBINA";B0115046001001;"CORDA BOBINA"
B0115;CAMPING;B0115047;"CARRINHO DE FEIRA";B0115047001;"CARRINHO DE FEIRA";B0115047001001;"CARRINHO DE FEIRA"
B0115;CAMPING;B0115048;"ACESSOROS PISCINA/PRAIA";B0115048001;"ACESSOROS PISCINA/PRAIA";B0115048001001;"ACESSOROS PISCINA/PRAIA"
B0115;CAMPING;B0115049;PRATELEIRA/EXPOSITOR;B0115049001;PRATELEIRA/EXPOSITOR;B0115049001001;PRATELEIRA
B0115;CAMPING;B0115050;"UTENSILIOS TERMICOS";B0115050001;"COPO TERMICOS";B0115050001001;"COPO TERMICOS"
B0115;CAMPING;B0115050;"UTENSILIOS TERMICOS";B0115050002;"CANECAS TERMICAS";B0115050002001;"CANECAS TERMICAS"
B0115;CAMPING;B0115051;"GELO REUTILIZAVEL";B0115051001;"GELO REUTILIZAVEL";B0115051001001;"GELO REUTILIZAVEL"
B0116;JARDINAGEM;B0116001;ESCADA;B0116001001;"MERCADO INTERNO";B0116001001001;"MERCADO INTERNO"
B0116;JARDINAGEM;B0116001;ESCADA;B0116001002;"IMPORTACAO PROPRIA";B0116001002001;"IMPORTACAO PROPRIA"
B0116;JARDINAGEM;B0116002;ADUBO;B0116002001;ADUBO;B0116002001001;ADUBO
B0116;JARDINAGEM;B0116003;VENENO;B0116003001;VENENO;B0116003001001;VENENO
B0116;JARDINAGEM;B0116004;MANGUEIRA/SUPORTE;B0116004001;"MERCADO INTERNO";B0116004001001;"MERCADO INTERNO"
B0116;JARDINAGEM;B0116004;MANGUEIRA/SUPORTE;B0116004002;"IMPORTACAO PROPRIA";B0116004002001;IMPORTACAO
B0116;JARDINAGEM;B0116005;VASO/SUPORTE;B0116005001;VASO/SUPORTE;B0116005001001;VASO
B0116;JARDINAGEM;B0116005;VASO/SUPORTE;B0116005001;VASO/SUPORTE;B0116005001002;SUPORTE
B0116;JARDINAGEM;B0116006;ADAPTADOR;B0116006001;"MERCADO INTERNO";B0116006001001;"MERCADO INTERNO"
B0116;JARDINAGEM;B0116006;ADAPTADOR;B0116006002;"IMPORTACAO PROPRIA";B0116006002001;"IMPORTACAO PROPRIA"
B0116;JARDINAGEM;B0116007;ESGUICHO;B0116007001;"MERCADO INTERNO";B0116007001001;"MERCADO INTERNO"
B0116;JARDINAGEM;B0116007;ESGUICHO;B0116007002;"IMPORTACAO PROPRIA";B0116007002001;"IMPORTACAO PROPRIA"
B0116;JARDINAGEM;B0116008;PULVERIZADOR;B0116008001;"MERCADO INTERNO";B0116008001001;"MERCADO INTERNO"
B0116;JARDINAGEM;B0116008;PULVERIZADOR;B0116008002;"IMPORTACAO PROPRIA";B0116008002001;"IMPORTACAO PROPRIA"
B0116;JARDINAGEM;B0116009;"TESOURA PARA PODA";B0116009001;"MERCADO INTERNO";B0116009001001;"MERCADO INTERNO"
B0116;JARDINAGEM;B0116009;"TESOURA PARA PODA";B0116009002;"IMPORTACAO PROPRIA";B0116009002001;"IMPORTACAO PROPRIA"
B0117;CIGARRO;B0117001;CIGARRO;B0117001001;CIGARRO;B0117001001001;CIGARRO
B0118;PET;B0118001;"RACAO P/CAO";B0118001001;"RACAO P/CAO";B0118001001001;ADULTO
B0118;PET;B0118001;"RACAO P/CAO";B0118001001;"RACAO P/CAO";B0118001001002;FILHOTE
B0118;PET;B0118001;"RACAO P/CAO";B0118001001;"RACAO P/CAO";B0118001001003;SENIOR
B0118;PET;B0118002;"PETISCOS P/CAO";B0118002001;"PETISCO P/CAO";B0118002001001;"PETISCO P/CAO"
B0118;PET;B0118003;"ALIMENTO SACHE P/CAO";B0118003001;"ALIMENTO SACHE P/CAO";B0118003001001;"ALIMENTO SACHE P/CAO"
B0118;PET;B0118004;"ALIMENTO EM LATA P/CAO";B0118004001;"ALIMENTO EM LATA P/CAO";B0118004001001;"ALIMENTO EM LATA P/CAO"
B0118;PET;B0118005;"RACAO P/GATO";B0118005001;"RACAO P/GATO";B0118005001001;ADULTO
B0118;PET;B0118005;"RACAO P/GATO";B0118005001;"RACAO P/GATO";B0118005001002;CASTRADO
B0118;PET;B0118005;"RACAO P/GATO";B0118005001;"RACAO P/GATO";B0118005001003;FILHOTE
B0118;PET;B0118005;"RACAO P/GATO";B0118005001;"RACAO P/GATO";B0118005001004;SENIOR
B0118;PET;B0118006;"PETISCOS P/GATO";B0118006001;"PETISCO P/GATO";B0118006001001;"PETISCO P/GATO"
B0118;PET;B0118007;"ALIMENTO SACHE P/GATO";B0118007001;"ALIMENTO SACHE P/GATO";B0118007001001;"ALIMENTO SACHE P/GATO"
B0118;PET;B0118008;"ALIMENTO EM LATA P/GATO";B0118008001;"ALIMENTO EM LATA P/GATO";B0118008001001;"ALIMENTO EM LATA P/GATO"
B0118;PET;B0118009;"RACAO P/PEIXE";B0118009001;RACAOP/PEIXE;B0118009001001;RACAOP/PEIXE
B0118;PET;B0118010;"RACAO P/PASSARO";B0118010001;"RACAO P/PASSARO";B0118010001001;"RACAO P/PASSARO"
B0118;PET;B0118011;"RACAO P/ROEDOR";B0118011001;"RACAO P/ROEDOR";B0118011001001;"RACAO P/ROEDOR"
B0118;PET;B0118012;"RACAO P/TARTARUGA";B0118012001;"RACAO P/TARTARUGA";B0118012001001;"RACAO P/TARTARUGA"
B0118;PET;B0118013;"AREIA P/GATO";B0118013001;"MERCADO INTERNO";B0118013001001;"MERCADO INTERNO"
B0118;PET;B0118013;"AREIA P/GATO";B0118013002;"IMPORTACAO PROPRIA";B0118013002001;"IMPORTACAO PROPRIA"
B0118;PET;B0118014;"TAPETE PET";B0118014001;"MERCADO INTERNO";B0118014001001;"SEM PERFUME"
B0118;PET;B0118014;"TAPETE PET";B0118014001;"MERCADO INTERNO";B0118014001002;PERFUMADO
B0118;PET;B0118014;"TAPETE PET";B0118014002;"IMPORTACAO PROPRIA";B0118014002001;"SEM PERFUME"
B0118;PET;B0118014;"TAPETE PET";B0118014002;"IMPORTACAO PROPRIA";B0118014002002;PERFUMADO
B0118;PET;B0118015;"SHAMPOO PET";B0118015001;"SHAMPOO PET";B0118015001001;"SHAMPOO PET"
B0118;PET;B0118016;"CONDICIONADOR PET";B0118016001;"CONDICIONADOR PET";B0118016001001;"CONDICIONADOR PET"
B0118;PET;B0118017;"ELIMINADOR DE ODOR PET";B0118017001;"ELIMINADOR DE ODOR PT";B0118017001001;CITRONELA
B0118;PET;B0118017;"ELIMINADOR DE ODOR PET";B0118017001;"ELIMINADOR DE ODOR PT";B0118017001002;TRADICIONAL/NEUTRO
B0118;PET;B0118018;"PERFUME PET";B0118018001;PERFUME-PET;B0118018001001;PERFUME-PET
B0118;PET;B0118019;"SABONETE PET";B0118019001;"SABONETE PET";B0118019001001;"SABONETE PET"
B0118;PET;B0118020;"ACESSORIO PET";B0118020001;"ACESSORIO PET";B0118020001001;"MERCADO INTERNO"
B0118;PET;B0118020;"ACESSORIO PET";B0118020001;"ACESSORIO PET";B0118020001002;"IMPORTACAO PROPRIA"
B0118;PET;B0118021;"BRINQUEDO PET";B0118021001;"BRINQUEDO PET";B0118021001001;"BRINQUEDO PET"
B0118;PET;B0118022;"CASINHA PET";B0118022001;"CASINHA PET";B0118022001001;"CASINHA PET"
B0119;BRINQUEDO;B0119001;BONECA;B0119001001;BONECA;B0119001001001;BONECA
B0119;BRINQUEDO;B0119002;BONECO;B0119002001;BONECO;B0119002001001;BONECO
B0119;BRINQUEDO;B0119003;CARRINHO/PISTAS;B0119003001;CARRINHO/PISTAS;B0119003001001;CARRINHO/PISTAS
B0119;BRINQUEDO;B0119004;JOGO;B0119004001;JOGO;B0119004001001;DIVERSOS
B0119;BRINQUEDO;B0119004;JOGO;B0119004001;JOGO;B0119004001002;BARALHO
B0119;BRINQUEDO;B0119005;VEICULOS(BAZAR);B0119005001;VEICULOS(BAZAR);B0119005001001;VEICULOS(BAZAR)
B0119;BRINQUEDO;B0119006;"AMBIENTE DA BONECA/ACESSORIO";B0119006001;"AMBIENTE DA BONECA/ACESSORIOS";B0119006001001;"AMBIENTE DA BONECA/ACESSORIOS"
B0119;BRINQUEDO;B0119007;"BRINQUEDO CRIATIVO";B0119007001;"BRINQUEDO CRIATIVO";B0119007001001;"BRINQUEDO CRIATIVO"
B0119;BRINQUEDO;B0119008;"BRINQUEDO EDUCATIVO";B0119008001;"BRINQUEDO EDUCATIVO";B0119008001001;"BRINQUEDO EDUCATIVO"
B0119;BRINQUEDO;B0119009;"BRINQUEDO PELUCIA";B0119009001;"BRINQUEDO PELUCIA";B0119009001001;"BRINQUEDO PELUCIA"
B0119;BRINQUEDO;B0119010;"BRINQUEDO MUSICAL";B0119010001;"BRINQUEDO MUSICAL";B0119010001001;"BRINQUEDO MUSICAL"
B0119;BRINQUEDO;B0119011;LANCADOR;B0119011001;LANCADOR;B0119011001001;LANCADOR
B0119;BRINQUEDO;B0119012;LOUSA;B0119012001;LOUSA;B0119012001001;LOUSA
B0119;BRINQUEDO;B0119013;GIZ;B0119013001;GIZ;B0119013001001;GIZ
B0119;BRINQUEDO;B0119014;APAGADOR;B0119014001;APAGADOR;B0119014001001;APAGADOR
B0119;BRINQUEDO;B0119015;OUTROS;B0119015001;OUTROS;B0119015001001;MINIATURAS
B0119;BRINQUEDO;B0119015;OUTROS;B0119015001;OUTROS;B0119015001002;"BRINQUEDOS PRAIA"
B0119;BRINQUEDO;B0119015;OUTROS;B0119015001;OUTROS;B0119015001003;"BRINQUEDOS COPA"
B0119;BRINQUEDO;B0119016;BOLA;B0119016001;BOLA;B0119016001001;"MERCADO INTERNO"
B0119;BRINQUEDO;B0119016;BOLA;B0119016001;BOLA;B0119016001002;"IMPORTACAO PROPRIA"
B0119;BRINQUEDO;B0119017;RAQUETE;B0119017001;RAQUETE;B0119017001001;"MERCADO INTERNO"
B0119;BRINQUEDO;B0119017;RAQUETE;B0119017001;RAQUETE;B0119017001002;"IMPORTACAO PROPRIA"
B0119;BRINQUEDO;B0119018;PATINS/SKATE;B0119018001;PATINS/SKATE;B0119018001001;"MERCADO INTERNO"
B0119;BRINQUEDO;B0119018;PATINS/SKATE;B0119018001;PATINS/SKATE;B0119018001002;"IMPORTACAO PROPRIA"
B0120;ESPORTE;B0120001;ESPORTE;B0120001001;ESPOTE;B0120001001001;GINASTICA
C0101;"MATERIAL DE CONSUMO";C0101001;ESCRITORIO;C0101001001;ESCRITORIO;C0101001001001;ESCRITORIO
C0101;"MATERIAL DE CONSUMO";C0101002;"HIGIENE E LIMPEZA";C0101002001;"HIGIENE E LIMPEZA";C0101002001001;"HIGIENE E LIMPEZA"
C0101;"MATERIAL DE CONSUMO";C0101003;EMBALAGENS;C0101003001;EMBALAGENS;C0101003001001;EMBALAGENS
C0101;"MATERIAL DE CONSUMO";C0101004;ETIQUETA;C0101004001;ETIQUETA;C0101004001001;ETIQUETA
C0101;"MATERIAL DE CONSUMO";C0101005;PDVS;C0101005001;PDVS;C0101005001001;PDVS
C0101;"MATERIAL DE CONSUMO";C0101006;MERCHANDISING;C0101006001;MERCHANDISING;C0101006001001;MERCHANDISING
C0101;"MATERIAL DE CONSUMO";C0101007;UNIFORMES;C0101007001;UNIFORMES;C0101007001001;UNIFORMES
C0101;"MATERIAL DE CONSUMO";C0101007;UNIFORMES;C0101007002;"UNIFORMES EPI";C0101007002001;"UNIFORMES EPI"
C0101;"MATERIAL DE CONSUMO";C0101008;RESIDUOS;C0101008001;RESIDUOS;C0101008001001;RESIDUOS
C0101;"MATERIAL DE CONSUMO";C0101009;"UTENSILIOS CONSUMO";C0101009001;"UTENSILIOS CONSUMO";C0101009001001;"UTENSILIOS CONSUMO"
C0101;"MATERIAL DE CONSUMO";C0101010;"CONTROLE PREVENCAO";C0101010001;"CONTROLE PREVENCAO";C0101010001001;"CONTROLE PREVENCAO"
C0201;INSUMO;C0201001;"INSUMO CONFEITARIA";C0201001001;"INSUMO CONFEITARIA";C0201001001001;"INSUMO CONFEITARIA"
C0201;INSUMO;C0201002;"INSUMO PADARIA";C0201002001;"INSUMO PADARIA";C0201002001001;"INSUMO PADARIA"
C0201;INSUMO;C0201003;"INSUMO COZINHA";C0201003001;"INSUMO COZINHA";C0201003001001;"INSUMO COZINHA"
C0201;INSUMO;C0201004;INSUMO;C0201004001;INSUMO;C0201004001001;INSUMO
C0301;RESIDUO;C0301001001;RESIDUO;C0301001001001;RESIDUO;C0301001001001001;RESIDUO
C0401;CAMPANHA;C0401001;PROMOCIONAL;C0401001001;PROMOCIONAL;C0401001001001;"BRAND LOYALTY"
D0101;DESPESA;D0101001;DESPESA;D0101001001;DESPESA;D0101001001001;DESPESA
D0201;SERVICO;D0201001;SERVICO;D0201001001;SERVICO;D0201001001001;SERVICO
E0101;ELETRODOMESTICO;E0101001;"BEBEDOURO E PURIFICADOR";E0101001001;BEBEDOURO;E0101001001001;BEBEDOURO
E0101;ELETRODOMESTICO;E0101001;"BEBEDOURO E PURIFICADOR";E0101001002;PURIFICADOR;E0101001002001;PURIFICADOR
E0101;ELETRODOMESTICO;E0101002;CLIMATIZACAO;E0101002001;CLIMATIZADOR;E0101002001001;CLIMATIZADOR
E0101;ELETRODOMESTICO;E0101002;CLIMATIZACAO;E0101002002;"AR JANELA E AR PORTATIL";E0101002002001;"AR JANELA E AR PORTATIL"
E0101;ELETRODOMESTICO;E0101002;CLIMATIZACAO;E0101002003;"SPLIT INVERTER";E0101002003001;"9000 BTUS"
E0101;ELETRODOMESTICO;E0101002;CLIMATIZACAO;E0101002003;"SPLIT INVERTER";E0101002003002;"12000 BTUS"
E0101;ELETRODOMESTICO;E0101002;CLIMATIZACAO;E0101002003;"SPLIT INVERTER";E0101002003003;"18000 BTUS"
E0101;ELETRODOMESTICO;E0101002;CLIMATIZACAO;E0101002003;"SPLIT INVERTER";E0101002003004;"24000 BTUS"
E0101;ELETRODOMESTICO;E0101002;CLIMATIZACAO;E0101002003;"SPLIT INVERTER";E0101002003005;"30000 BTUS"
E0101;ELETRODOMESTICO;E0101002;CLIMATIZACAO;E0101002003;"SPLIT INVERTER";E0101002003006;"30000 BTUS ACIMA"
E0101;ELETRODOMESTICO;E0101002;CLIMATIZACAO;E0101002004;"SPLIT CONVENCIONAL";E0101002004001;"9000 BTUS"
E0101;ELETRODOMESTICO;E0101002;CLIMATIZACAO;E0101002004;"SPLIT CONVENCIONAL";E0101002004002;"12000 BTUS"
E0101;ELETRODOMESTICO;E0101002;CLIMATIZACAO;E0101002004;"SPLIT CONVENCIONAL";E0101002004003;"18000 BTUS"
E0101;ELETRODOMESTICO;E0101002;CLIMATIZACAO;E0101002004;"SPLIT CONVENCIONAL";E0101002004004;"24000 BTUS"
E0101;ELETRODOMESTICO;E0101002;CLIMATIZACAO;E0101002004;"SPLIT CONVENCIONAL";E0101002004005;"30000 BTUS"
E0101;ELETRODOMESTICO;E0101002;CLIMATIZACAO;E0101002004;"SPLIT CONVENCIONAL";E0101002004006;"30000 BTUS ACIMA"
E0101;ELETRODOMESTICO;E0101003;"DEPURADOR E COIFA";E0101003001;COIFA;E0101003001001;COIFA
E0101;ELETRODOMESTICO;E0101003;"DEPURADOR E COIFA";E0101003001;COIFA;E0101003001002;"IMPORTACAO SM"
E0101;ELETRODOMESTICO;E0101003;"DEPURADOR E COIFA";E0101003002;DEPURADOR;E0101003002001;DEPURADOR
E0101;ELETRODOMESTICO;E0101003;"DEPURADOR E COIFA";E0101003002;DEPURADOR;E0101003002002;"IMPORTACAO SM"
E0101;ELETRODOMESTICO;E0101004;FOGAO;E0101004001;"FOGAO 2 BOCAS";E0101004001001;"FOGAO 2 BOCAS"
E0101;ELETRODOMESTICO;E0101004;FOGAO;E0101004002;"FOGAO 4 BOCAS";E0101004002001;"FOGAO 4 BOCAS"
E0101;ELETRODOMESTICO;E0101004;FOGAO;E0101004003;"FOGAO 5 BOCAS";E0101004003001;"FOGAO 5 BOCAS"
E0101;ELETRODOMESTICO;E0101004;FOGAO;E0101004004;"FOGAO 6 BOCAS";E0101004004001;"FOGAO 6 BOCAS"
E0101;ELETRODOMESTICO;E0101004;FOGAO;E0101004005;"FOGAO INDUSTRIAL";E0101004005001;"FOGAO INDUSTRIAL"
E0101;ELETRODOMESTICO;E0101004;FOGAO;E0101004006;"FOGAO COOKTOP";E0101004006001;"FOGAO COOKTOP"
E0101;ELETRODOMESTICO;E0101004;FOGAO;E0101004006;"FOGAO COOKTOP";E0101004006002;"INDUCAO E ELETRICO"
E0101;ELETRODOMESTICO;E0101004;FOGAO;E0101004006;"FOGAO COOKTOP";E0101004006003;"IMPORTACAO SM"
E0101;ELETRODOMESTICO;E0101005;FORNO;E0101005001;"FORNO A GAS";E0101005001001;"FORNO A GAS"
E0101;ELETRODOMESTICO;E0101005;FORNO;E0101005002;"FORNO ELETRICO";E0101005002001;"FORNO ELETRICO"
E0101;ELETRODOMESTICO;E0101005;FORNO;E0101005002;"FORNO ELETRICO";E0101005002002;"FORNO MICROONDAS"
E0101;ELETRODOMESTICO;E0101006;FREEZER;E0101006001;FREEZER;E0101006001001;FREEZER
E0101;ELETRODOMESTICO;E0101007;"LAVA LOUCA";E0101007001;"LAVA LOUCA";E0101007001001;"LAVA LOUCA"
E0101;ELETRODOMESTICO;E0101008;"LAVADORA DE ROUPA";E0101008001;LAVADORA;E0101008001001;LAVADORA
E0101;ELETRODOMESTICO;E0101009;REFRIGERADOR;E0101009001;"1 PORTA";E0101009001001;DEFROST
E0101;ELETRODOMESTICO;E0101009;REFRIGERADOR;E0101009001;"1 PORTA";E0101009001002;"FROST FREE"
E0101;ELETRODOMESTICO;E0101009;REFRIGERADOR;E0101009002;"2 PORTAS";E0101009002001;DEFROST
E0101;ELETRODOMESTICO;E0101009;REFRIGERADOR;E0101009002;"2 PORTAS";E0101009002002;"FROST FREE"
E0101;ELETRODOMESTICO;E0101009;REFRIGERADOR;E0101009003;FRIGOBAR;E0101009003001;FRIGOBAR
E0101;ELETRODOMESTICO;E0101009;REFRIGERADOR;E0101009004;"SIDE BY SIDE";E0101009004001;"SIDE BY SIDE"
